house,appliance_label,appliance_type,product_category,refit_column,current_avg_kwh_day,current_annual_kwh_est,current_cost_month_aud,current_cost_year_aud,recommended_store,recommended_product,recommended_brand,recommended_price_aud,recommended_annual_kwh,recommended_cost_month_aud,estimated_energy_saving_kwh_year,estimated_monthly_saving_aud,estimated_annual_saving_aud,payback_months,saving_score,energy_efficiency_score,affordability_score,payback_score,product_match_score,energy_rating,option_type,suitability_note,replacement_priority,product_recommendation,product_category_intel,benchmark_avg_kwh_day,benchmark_median_kwh_day,benchmark_avg_cost_month_aud,usage_percentile_vs_similar_houses,above_similar_house_avg_pct,intelligent_efficiency_class,recommendation_reason_codes,intelligent_recommendation_summary,balanced_intelligent_score,budget_user_score,eco_user_score,fast_payback_score,explainable_product_reason
15,Washing Machine,Washing Machine,washing machine,Appliance3,2.03055,741.15,18.27,222.34,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,561.15,13.77,165.3,2.11,0.7538,0.7571,0.8961,0.9194,0.801,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,high,Consider Laundry Smart Timer Plug from Big W for Washing Machine. Estimated saving: $13.77/month with about 561.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,75.7,3.7,Average,"frequent usage, higher monthly cost","Washing Machine is classified as Average. It is 3.7% above the REFIT similar-appliance average, with 8650 detected events and 24.6% peak-hour activity.",0.4178,0.6467,0.2397,0.6099,"Matched because this appliance is average, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
15,Washing Machine,Washing Machine,washing machine,Appliance3,2.03055,741.15,18.27,222.34,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,596.15,14.65,175.8,54.54,0.8016,0.8044,0.2383,0.3056,0.6435,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Washing Machine. Estimated saving: $14.65/month with about 596.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,75.7,3.7,Average,"frequent usage, higher monthly cost","Washing Machine is classified as Average. It is 3.7% above the REFIT similar-appliance average, with 8650 detected events and 24.6% peak-hour activity.",0.1958,0.1982,0.1804,0.2055,"Matched because this appliance is average, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
15,Washing Machine,Washing Machine,washing machine,Appliance3,2.03055,741.15,18.27,222.34,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,606.15,14.9,178.8,56.98,0.8153,0.8179,0.2275,0.2964,0.6501,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Washing Machine. Estimated saving: $14.90/month with about 606.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,75.7,3.7,Average,"frequent usage, higher monthly cost","Washing Machine is classified as Average. It is 3.7% above the REFIT similar-appliance average, with 8650 detected events and 24.6% peak-hour activity.",0.1927,0.1912,0.1801,0.1995,"Matched because this appliance is average, frequent usage, higher monthly cost, and the option balances price, energy reduction, savings and payback."
16,Computer Site,Computer Site,computer,Appliance7,0.21561,78.7,1.94,23.61,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.9294,0.0,0.1394,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,low,Consider Smart Plug With Timer from Kmart for Computer Site. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,61.1,-48.4,Average,"peak-hour usage, frequent usage","Computer Site is classified as Average. It is 48.4% below the REFIT similar-appliance average, with 10910 detected events and 28.9% peak-hour activity.",0.2898,0.4896,0.1202,0.2823,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Computer Site,Computer Site,computer,Appliance7,0.21561,78.7,1.94,23.61,Officeworks,Smart Standby Powerboard,Jackson,39.0,135.0,3.38,0.0,0.0,0.0,,0.0,0.0,0.8651,0.0,0.1298,Control,Best Value,"Reduces standby waste from monitors, printers and routers.",low,Consider Smart Standby Powerboard from Officeworks for Computer Site. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,61.1,-48.4,Average,"peak-hour usage, frequent usage","Computer Site is classified as Average. It is 48.4% below the REFIT similar-appliance average, with 10910 detected events and 28.9% peak-hour activity.",0.277,0.4607,0.1202,0.2726,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Computer Site,Computer Site,computer,Appliance7,0.21561,78.7,1.94,23.61,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,8.7,0.19,2.29,152.21,0.0982,0.1105,0.8961,0.1362,0.2273,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,low,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Computer Site. Estimated saving: $0.19/month with about 8.7 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,61.1,-48.4,Average,"peak-hour usage, frequent usage","Computer Site is classified as Average. It is 48.4% below the REFIT similar-appliance average, with 10910 detected events and 28.9% peak-hour activity.",0.2611,0.4375,0.1058,0.2027,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Computer Site,Computer Site,computer,Appliance7,0.21561,78.7,1.94,23.61,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,3.7,0.07,0.79,366.28,0.0338,0.047,0.9124,0.0615,0.1737,Control,Best Value,Useful for appliance groups and plug loads.,low,Consider Timer Plug / Standby Saver from Bunnings for Computer Site. Estimated saving: $0.07/month with about 3.7 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,61.1,-48.4,Average,"peak-hour usage, frequent usage","Computer Site is classified as Average. It is 48.4% below the REFIT similar-appliance average, with 10910 detected events and 28.9% peak-hour activity.",0.253,0.426,0.098,0.1677,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Computer Site,Computer Site,computer,Appliance7,0.21561,78.7,1.94,23.61,JB Hi-Fi,Energy Efficient Mini PC Setup,Generic,699.0,105.0,2.62,0.0,0.0,0.0,,0.0,0.0,0.2634,0.0,0.0395,High,Energy Wise,Lower-power option for desktop computer sites.,low,Consider Energy Efficient Mini PC Setup from JB Hi-Fi for Computer Site. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,computer,0.41818333333333335,0.179285,3.763888888888889,61.1,-48.4,Average,"peak-hour usage, frequent usage","Computer Site is classified as Average. It is 48.4% below the REFIT similar-appliance average, with 10910 detected events and 28.9% peak-hour activity.",0.1566,0.19,0.1202,0.1824,"Matched because this appliance is average, peak-hour usage, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Dehumidifier / Heater,Dehumidifier / Heater,heater,Appliance9,1.54766,564.9,13.93,169.47,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,484.9,11.93,143.15,1.59,0.8564,0.8584,0.9294,0.9378,0.8801,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Dehumidifier / Heater. Estimated saving: $11.93/month with about 484.9 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",0.4082,0.6645,0.2134,0.6221,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dehumidifier / Heater,Dehumidifier / Heater,heater,Appliance9,1.54766,564.9,13.93,169.47,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,489.9,12.05,144.65,1.99,0.8654,0.8672,0.9124,0.9234,0.8817,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Dehumidifier / Heater. Estimated saving: $12.05/month with about 489.9 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",0.4029,0.6534,0.2122,0.6125,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dehumidifier / Heater,Dehumidifier / Heater,heater,Appliance9,1.54766,564.9,13.93,169.47,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,494.9,12.18,146.15,2.38,0.8744,0.8761,0.8961,0.9097,0.8834,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Dehumidifier / Heater. Estimated saving: $12.18/month with about 494.9 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",0.3978,0.6427,0.2112,0.6034,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dehumidifier / Heater,Dehumidifier / Heater,heater,Appliance9,1.54766,564.9,13.93,169.47,Bunnings,Programmable Heater Timer,Arlec,24.0,420.0,10.5,144.9,3.43,41.15,7.0,0.2462,0.2565,0.9124,0.7742,0.4284,Control,Cheapest,Helps avoid heater running outside needed hours.,medium,Consider Programmable Heater Timer from Bunnings for Dehumidifier / Heater. Estimated saving: $3.43/month with about 144.9 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",0.365,0.6076,0.1761,0.528,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dehumidifier / Heater,Dehumidifier / Heater,heater,Appliance9,1.54766,564.9,13.93,169.47,Big W,Timer Controlled Heater,Dimplex,129.0,360.0,9.0,204.9,4.93,59.15,26.17,0.3539,0.3627,0.6596,0.4784,0.4211,High,Best Value,Timer function supports behaviour-based saving.,high,Consider Timer Controlled Heater from Big W for Dehumidifier / Heater. Estimated saving: $4.93/month with about 204.9 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",0.2727,0.4213,0.1502,0.3439,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dehumidifier / Heater,Dehumidifier / Heater,heater,Appliance9,1.54766,564.9,13.93,169.47,Harvey Norman,Efficient Panel Heater,Noirot,349.0,300.0,7.5,264.9,6.43,77.15,54.29,0.4616,0.4689,0.4174,0.3066,0.4339,Premium,Energy Wise,Better for frequent heating periods.,high,Consider Efficient Panel Heater from Harvey Norman for Dehumidifier / Heater. Estimated saving: $6.43/month with about 264.9 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,60.0,-66.8,Average,peak-hour usage,"Dehumidifier / Heater is classified as Average. It is 66.8% below the REFIT similar-appliance average, with 289 detected events and 27.6% peak-hour activity.",0.2012,0.2708,0.1367,0.2233,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dishwasher,Dishwasher,washing machine,Appliance6,0.73999,270.09,6.66,81.03,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,190.09,4.66,55.92,4.08,0.6997,0.7038,0.9294,0.8548,0.7586,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Dishwasher. Estimated saving: $4.66/month with about 190.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",0.355,0.6365,0.1456,0.5721,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dishwasher,Dishwasher,washing machine,Appliance6,0.73999,270.09,6.66,81.03,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,195.09,4.78,57.42,5.02,0.7185,0.7223,0.9124,0.8271,0.765,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Dishwasher. Estimated saving: $4.78/month with about 195.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",0.3476,0.6221,0.1432,0.5559,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dishwasher,Dishwasher,washing machine,Appliance6,0.73999,270.09,6.66,81.03,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,200.09,4.91,58.92,5.91,0.7372,0.7408,0.8961,0.8025,0.7719,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Dishwasher. Estimated saving: $4.91/month with about 200.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",0.3409,0.6087,0.141,0.5413,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dishwasher,Dishwasher,washing machine,Appliance6,0.73999,270.09,6.66,81.03,Big W,Laundry Smart Timer Plug,Generic,29.0,180.0,4.5,90.09,2.16,25.92,13.43,0.3243,0.3336,0.8961,0.6413,0.4604,Control,Cheapest,Low-cost option to shift laundry away from peak hours.,medium,Consider Laundry Smart Timer Plug from Big W for Dishwasher. Estimated saving: $2.16/month with about 90.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",0.3118,0.5657,0.1182,0.4575,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dishwasher,Dishwasher,washing machine,Appliance6,0.73999,270.09,6.66,81.03,JB Hi-Fi,Inverter Front Loader,LG,799.0,145.0,3.62,125.09,3.03,36.42,263.27,0.4557,0.4632,0.2383,0.0835,0.3695,High,Best Value,Good value inverter option for repeated laundry use.,high,Consider Inverter Front Loader from JB Hi-Fi for Dishwasher. Estimated saving: $3.03/month with about 125.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",0.0981,0.1311,0.0645,0.081,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Dishwasher,Dishwasher,washing machine,Appliance6,0.73999,270.09,6.66,81.03,The Good Guys,Front Load Washing Machine,Bosch,849.0,135.0,3.38,135.09,3.28,39.42,258.46,0.4932,0.5002,0.2275,0.085,0.3942,Premium,Energy Wise,Front loaders are suited to lower water and energy use.,high,Consider Front Load Washing Machine from The Good Guys for Dishwasher. Estimated saving: $3.28/month with about 135.1 kWh/year reduction.,washing machine,1.958721081081081,1.22083,17.62810810810811,32.4,-62.2,Average,peak-hour usage,"Dishwasher is classified as Average. It is 62.2% below the REFIT similar-appliance average, with 555 detected events and 29.1% peak-hour activity.",0.0966,0.1269,0.0653,0.0804,"Matched because this appliance is average, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 1,Electric Heater 1,heater,Appliance3,3.4494,1259.03,31.04,377.71,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,1179.03,29.04,348.54,0.65,0.9356,0.9365,0.9294,0.9735,0.9406,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Electric Heater 1. Estimated saving: $29.04/month with about 1179.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",0.4646,0.6904,0.2893,0.6598,"Matched because this appliance is needs attention, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 1,Electric Heater 1,heater,Appliance3,3.4494,1259.03,31.04,377.71,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,1184.03,29.17,350.04,0.82,0.9396,0.9404,0.9124,0.9669,0.9399,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Electric Heater 1. Estimated saving: $29.17/month with about 1184.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",0.4605,0.6812,0.2889,0.654,"Matched because this appliance is needs attention, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 1,Electric Heater 1,heater,Appliance3,3.4494,1259.03,31.04,377.71,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,1189.03,29.29,351.54,0.99,0.9436,0.9444,0.8961,0.9604,0.9392,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Electric Heater 1. Estimated saving: $29.29/month with about 1189.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",0.4564,0.6723,0.2886,0.6484,"Matched because this appliance is needs attention, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 1,Electric Heater 1,heater,Appliance3,3.4494,1259.03,31.04,377.71,Bunnings,Programmable Heater Timer,Arlec,24.0,420.0,10.5,839.03,20.54,246.54,1.17,0.6618,0.6664,0.9124,0.9536,0.7445,Control,Cheapest,Helps avoid heater running outside needed hours.,high,Consider Programmable Heater Timer from Bunnings for Electric Heater 1. Estimated saving: $20.54/month with about 839.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",0.4429,0.6693,0.2664,0.6374,"Matched because this appliance is needs attention, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 1,Electric Heater 1,heater,Appliance3,3.4494,1259.03,31.04,377.71,Big W,Timer Controlled Heater,Dimplex,129.0,360.0,9.0,899.03,22.04,264.54,5.85,0.7101,0.7141,0.6596,0.804,0.7178,High,Best Value,Timer function supports behaviour-based saving.,high,Consider Timer Controlled Heater from Big W for Electric Heater 1. Estimated saving: $22.04/month with about 899.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",0.3726,0.5197,0.2552,0.5265,"Matched because this appliance is needs attention, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 1,Electric Heater 1,heater,Appliance3,3.4494,1259.03,31.04,377.71,Harvey Norman,Efficient Panel Heater,Noirot,349.0,300.0,7.5,959.03,23.54,282.54,14.82,0.7584,0.7617,0.4174,0.6182,0.6872,Premium,Energy Wise,Better for frequent heating periods.,high,Consider Efficient Panel Heater from Harvey Norman for Electric Heater 1. Estimated saving: $23.54/month with about 959.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,80.0,-26.0,Needs attention,peak-hour usage,"Electric Heater 1 is classified as Needs attention. It is 26.0% below the REFIT similar-appliance average, with 28 detected events and 25.4% peak-hour activity.",0.299,0.3657,0.2403,0.3989,"Matched because this appliance is needs attention, peak-hour usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 2,Electric Heater 2,heater,Appliance4,0.5427,198.09,4.88,59.43,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,118.09,2.88,34.61,6.59,0.5905,0.5961,0.9294,0.7846,0.6722,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Electric Heater 2. Estimated saving: $2.88/month with about 118.1 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",0.3488,0.6172,0.1456,0.535,"Matched because this appliance is efficient, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 2,Electric Heater 2,heater,Appliance4,0.5427,198.09,4.88,59.43,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,123.09,3.01,36.11,7.98,0.6161,0.6214,0.9124,0.7506,0.6823,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Electric Heater 2. Estimated saving: $3.01/month with about 123.1 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",0.3405,0.6012,0.1425,0.5156,"Matched because this appliance is efficient, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 2,Electric Heater 2,heater,Appliance4,0.5427,198.09,4.88,59.43,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,128.09,3.13,37.61,9.25,0.6417,0.6466,0.8961,0.7218,0.6933,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Electric Heater 2. Estimated saving: $3.13/month with about 128.1 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",0.3332,0.5868,0.14,0.4989,"Matched because this appliance is efficient, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 2,Electric Heater 2,heater,Appliance4,0.5427,198.09,4.88,59.43,Bunnings,Programmable Heater Timer,Arlec,24.0,420.0,10.5,0.0,0.0,0.0,,0.0,0.0,0.9124,0.0,0.1369,Control,Cheapest,Helps avoid heater running outside needed hours.,low,Consider Programmable Heater Timer from Bunnings for Electric Heater 2. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",0.2653,0.482,0.0886,0.2797,"Matched because this appliance is efficient, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 2,Electric Heater 2,heater,Appliance4,0.5427,198.09,4.88,59.43,Big W,Timer Controlled Heater,Dimplex,129.0,360.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.6596,0.0,0.0989,High,Best Value,Timer function supports behaviour-based saving.,low,Consider Timer Controlled Heater from Big W for Electric Heater 2. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",0.2148,0.3683,0.0886,0.2418,"Matched because this appliance is efficient, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Electric Heater 2,Electric Heater 2,heater,Appliance4,0.5427,198.09,4.88,59.43,Harvey Norman,Efficient Panel Heater,Noirot,349.0,300.0,7.5,0.0,0.0,0.0,,0.0,0.0,0.4174,0.0,0.0626,Premium,Energy Wise,Better for frequent heating periods.,low,Consider Efficient Panel Heater from Harvey Norman for Electric Heater 2. Estimated saving: $0.00/month with about 0.0 kWh/year reduction.,heater,4.664432,1.54766,41.977999999999994,40.0,-88.4,Efficient,frequent usage,"Electric Heater 2 is classified as Efficient. It is 88.4% below the REFIT similar-appliance average, with 1206 detected events and 23.3% peak-hour activity.",0.1663,0.2592,0.0886,0.2055,"Matched because this appliance is efficient, frequent usage, and the option balances price, energy reduction, savings and payback."
16,Fridge-Freezer 1,Fridge-Freezer 1,fridge,Appliance1,0.50176,183.14,4.52,54.94,Kmart,Smart Plug With Timer,Generic,19.0,80.0,2.0,103.14,2.52,30.19,7.55,0.5571,0.5632,0.9294,0.7606,0.6453,Control,Cheapest,Low-cost way to reduce standby and schedule usage.,high,Consider Smart Plug With Timer from Kmart for Fridge-Freezer 1. Estimated saving: $2.52/month with about 103.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,40.9,-39.2,Efficient,normal usage pattern,"Fridge-Freezer 1 is classified as Efficient. It is 39.2% below the REFIT similar-appliance average, with 136 detected events and 13.8% peak-hour activity.",0.3455,0.6109,0.1437,0.5227,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
16,Fridge-Freezer 1,Fridge-Freezer 1,fridge,Appliance1,0.50176,183.14,4.52,54.94,Bunnings,Timer Plug / Standby Saver,Arlec,24.0,75.0,1.88,108.14,2.64,31.69,9.09,0.5848,0.5905,0.9124,0.7253,0.6567,Control,Best Value,Useful for appliance groups and plug loads.,high,Consider Timer Plug / Standby Saver from Bunnings for Fridge-Freezer 1. Estimated saving: $2.64/month with about 108.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,40.9,-39.2,Efficient,normal usage pattern,"Fridge-Freezer 1 is classified as Efficient. It is 39.2% below the REFIT similar-appliance average, with 136 detected events and 13.8% peak-hour activity.",0.337,0.5945,0.1405,0.5026,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
16,Fridge-Freezer 1,Fridge-Freezer 1,fridge,Appliance1,0.50176,183.14,4.52,54.94,JB Hi-Fi,Energy Monitoring Smart Plug,TP-Link Tapo,29.0,70.0,1.75,113.14,2.77,33.19,10.48,0.6125,0.6178,0.8961,0.696,0.6691,Monitoring,Overall,Adds monitoring so recommendations can be updated later.,high,Consider Energy Monitoring Smart Plug from JB Hi-Fi for Fridge-Freezer 1. Estimated saving: $2.77/month with about 113.1 kWh/year reduction.,fridge,0.8247209090909091,0.62875,7.422727272727273,40.9,-39.2,Efficient,normal usage pattern,"Fridge-Freezer 1 is classified as Efficient. It is 39.2% below the REFIT similar-appliance average, with 136 detected events and 13.8% peak-hour activity.",0.3296,0.58,0.1378,0.4856,"Matched because this appliance is efficient, normal usage pattern, and the option balances price, energy reduction, savings and payback."
